0,0,1.0760041142748842,200,4,-0.1,-1
1,0,1.0759841179185885,200,4,-0.1,0
2,0,0.4680149000047407,200,4,-0.1,1
3,1,1.067579168357379,200,4,-0.1,-1
4,1,1.068136956465872,200,4,-0.1,0
5,1,0.449463859724809,200,4,-0.1,1
6,2,1.07810860368986,200,4,-0.1,-1
7,2,1.0790858238702439,200,4,-0.1,0
8,2,0.4781430790885984,200,4,-0.1,1
9,3,1.0691033305181017,200,4,-0.1,-1
10,3,1.0694394085122698,200,4,-0.1,0
11,3,0.4634806882459381,200,4,-0.1,1
12,4,1.076761671260008,200,4,-0.1,-1
13,4,1.0766319515331113,200,4,-0.1,0
14,4,0.4665562993490113,200,4,-0.1,1
15,5,1.0745274610604647,200,4,-0.1,-1
16,5,1.074430389989681,200,4,-0.1,0
17,5,0.4448025420270861,200,4,-0.1,1
18,6,1.0739831579664427,200,4,-0.1,-1
19,6,1.074197824937531,200,4,-0.1,0
20,6,0.4312339646213551,200,4,-0.1,1
21,7,1.0682640005201802,200,4,-0.1,-1
22,7,1.068296587573666,200,4,-0.1,0
23,7,0.45734024416515,200,4,-0.1,1
24,8,1.0729777356516197,200,4,-0.1,-1
25,8,1.0722503051990586,200,4,-0.1,0
26,8,0.4444373836518314,200,4,-0.1,1
27,9,1.0691008705556568,200,4,-0.1,-1
28,9,1.0701579565513164,200,4,-0.1,0
29,9,0.4590749073812157,200,4,-0.1,1
30,10,1.0649418122695404,200,4,-0.1,-1
31,10,1.0651688662286245,200,4,-0.1,0
32,10,0.45234704272745524,200,4,-0.1,1
33,11,1.0699115424324999,200,4,-0.1,-1
34,11,1.0701112478522468,200,4,-0.1,0
35,11,0.4705726865875082,200,4,-0.1,1
36,12,1.0733027521330112,200,4,-0.1,-1
37,12,1.0733719110972988,200,4,-0.1,0
38,12,0.44670563121646645,200,4,-0.1,1
39,13,1.0632571374569608,200,4,-0.1,-1
40,13,1.0636774876080357,200,4,-0.1,0
41,13,0.441465886200809,200,4,-0.1,1
42,14,1.0662579108195576,200,4,-0.1,-1
43,14,1.066455859701709,200,4,-0.1,0
44,14,0.43190141888355,200,4,-0.1,1
45,15,1.0720302867364175,200,4,-0.1,-1
46,15,1.0730431949379315,200,4,-0.1,0
47,15,0.46618308979841366,200,4,-0.1,1
48,16,1.068660705436718,200,4,-0.1,-1
49,16,1.069660108883757,200,4,-0.1,0
50,16,0.44601212548354807,200,4,-0.1,1
51,17,1.0657918263219355,200,4,-0.1,-1
52,17,1.0661360474970145,200,4,-0.1,0
53,17,0.4475824243909746,200,4,-0.1,1
54,18,1.0607608672456106,200,4,-0.1,-1
55,18,1.062097526842517,200,4,-0.1,0
56,18,0.43906896017869407,200,4,-0.1,1
57,19,1.0661352413871938,200,4,-0.1,-1
58,19,1.0662046646020253,200,4,-0.1,0
59,19,0.440945140480578,200,4,-0.1,1
60,20,1.071491798280051,200,4,-0.1,-1
61,20,1.070792378422772,200,4,-0.1,0
62,20,0.43654198360298785,200,4,-0.1,1
63,21,1.0814285580136402,200,4,-0.1,-1
64,21,1.0812853989310922,200,4,-0.1,0
65,21,0.4648499272700442,200,4,-0.1,1
66,22,1.0685954035223904,200,4,-0.1,-1
67,22,1.06898360883257,200,4,-0.1,0
68,22,0.44118268755280377,200,4,-0.1,1
69,23,1.067508558341153,200,4,-0.1,-1
70,23,1.06782380067488,200,4,-0.1,0
71,23,0.4308110575459256,200,4,-0.1,1
72,24,1.0718652542130231,200,4,-0.1,-1
73,24,1.0720966563029453,200,4,-0.1,0
74,24,0.490452204189264,200,4,-0.1,1
75,25,1.0646688852476653,200,4,-0.1,-1
76,25,1.064634693553293,200,4,-0.1,0
77,25,0.4615372728185077,200,4,-0.1,1
78,26,1.0705553143125563,200,4,-0.1,-1
79,26,1.0713504996182415,200,4,-0.1,0
80,26,0.4231022187799371,200,4,-0.1,1
81,27,1.0724345224811596,200,4,-0.1,-1
82,27,1.071294578586053,200,4,-0.1,0
83,27,0.4560755639869868,200,4,-0.1,1
84,28,1.0669908448199101,200,4,-0.1,-1
85,28,1.0667606334250366,200,4,-0.1,0
86,28,0.4378598351222637,200,4,-0.1,1
87,29,1.0881623887911966,200,4,-0.1,-1
88,29,1.0861496913910158,200,4,-0.1,0
89,29,0.46034054900213167,200,4,-0.1,1
90,30,1.0631469796648072,200,4,-0.1,-1
91,30,1.0636117827962488,200,4,-0.1,0
92,30,0.4378385228214514,200,4,-0.1,1
93,31,1.0662451795158825,200,4,-0.1,-1
94,31,1.067396290008862,200,4,-0.1,0
95,31,0.4363982820512374,200,4,-0.1,1
96,32,1.0592660659730888,200,4,-0.1,-1
97,32,1.0597718295537994,200,4,-0.1,0
98,32,0.43026489644846627,200,4,-0.1,1
99,33,1.0701759896215604,200,4,-0.1,-1
100,33,1.0712801458248036,200,4,-0.1,0
101,33,0.4376759369252174,200,4,-0.1,1
102,34,1.0693627574896827,200,4,-0.1,-1
103,34,1.068431870584965,200,4,-0.1,0
104,34,0.43885868349184004,200,4,-0.1,1
105,35,1.06663804169423,200,4,-0.1,-1
106,35,1.0685976042574992,200,4,-0.1,0
107,35,0.45177191156349433,200,4,-0.1,1
108,36,1.0704293858973177,200,4,-0.1,-1
109,36,1.069918104616701,200,4,-0.1,0
110,36,0.4825971125696647,200,4,-0.1,1
111,37,1.0700895419188132,200,4,-0.1,-1
112,37,1.070262239146416,200,4,-0.1,0
113,37,0.4451373827489685,200,4,-0.1,1
114,38,1.0690640931404123,200,4,-0.1,-1
115,38,1.0694471006589115,200,4,-0.1,0
116,38,0.4543842561295985,200,4,-0.1,1
117,39,1.0718081170246048,200,4,-0.1,-1
118,39,1.072568290767558,200,4,-0.1,0
119,39,0.4389928712369416,200,4,-0.1,1
120,40,1.07776622992056,200,4,-0.1,-1
121,40,1.0771786820153504,200,4,-0.1,0
122,40,0.4574105265008093,200,4,-0.1,1
123,41,1.077268878580614,200,4,-0.1,-1
124,41,1.0767419279745318,200,4,-0.1,0
125,41,0.4546787985985504,200,4,-0.1,1
126,42,1.0644599951649882,200,4,-0.1,-1
127,42,1.0647020357547854,200,4,-0.1,0
128,42,0.43319971917215105,200,4,-0.1,1
129,43,1.078745407352447,200,4,-0.1,-1
130,43,1.0782690310193837,200,4,-0.1,0
131,43,0.48674073338139145,200,4,-0.1,1
132,44,1.0752254733304034,200,4,-0.1,-1
133,44,1.0751427106776241,200,4,-0.1,0
134,44,0.45304097082718114,200,4,-0.1,1
135,45,1.061733422991125,200,4,-0.1,-1
136,45,1.0629444683759481,200,4,-0.1,0
137,45,0.45567595370679,200,4,-0.1,1
138,46,1.0690918236966895,200,4,-0.1,-1
139,46,1.069234775566019,200,4,-0.1,0
