Time,B57E0064_3,B57E0064_4,B57E0064_6,B57E0081_3,B57E0081_4,B57E0082_5,B57E0082_7,B57E0147_3,B57E0147_4,B57E0646_6,B57E0646_8,B57E0646_9,B57E0646_10,B57E0646_11,B57E0647_5,B57E0647_7,B57E0647_9,B57E0647_10
2015-01-01,-0.3626308013562216,1.0465003796958765,,-0.07759332139026398,0.12317012285620521,0.6737503942542205,-0.10091441942207524,0.9865828567386856,1.2840828567386904,0.11527282263034166,0.350138712876781,0.4818053795434487,-0.06014994864587564,-0.012044911961201166,-0.15789040236706242,0.16874029051164996,0.14582362384498282,0.14522243987281414
2015-01-02,-0.3787441681665271,0.44140532767469765,,-0.0868540929060373,0.1077510736079752,-0.07879533402788574,-0.12519632681240367,0.30995909940565625,0.5753757660723213,0.09966461395562831,0.21832351382461468,0.34040684715795066,-0.07912028606321897,-0.032439844790197014,-0.17506975223655985,0.047544754375998366,0.022544754375996234,0.10173579907172936
2015-01-03,-0.38493250336489737,0.5329868966278077,,-0.10748931404739182,0.09941078494356148,0.004341985273697446,-0.14063445596340785,0.3438406086642303,0.6746739419975629,0.09398298131695526,0.20360455321697657,0.3290212198836464,-0.08956252841129952,-0.04094959418982924,-0.18062323301058925,0.042868845770716035,0.024535512437381612,0.09139757325986864
2015-01-04,-0.38272988908829575,0.5426082485925434,,-0.09288410380139922,0.10939535119774035,-0.017800391971860563,-0.12479544616257243,0.3676483326856097,0.6680649993522767,0.0982709074509458,0.2459184032520696,0.370085069918737,-0.07360146408257862,-0.028034497450420304,-0.17988573701519073,0.08014675768113477,0.05764675768113037,0.11374058165288758
2015-01-05,-0.3836484686201622,0.34454868214441703,,-0.09348700472924776,0.1043668498270165,-0.15217405825016073,-0.1313976059007942,0.19030009218930388,0.4857167588559719,0.09023622777404938,0.21296445136075093,0.33921445136074624,-0.0774865477809854,-0.029950691640742377,-0.18153089539794465,0.059815130258837,0.03314846359216972,0.1125113130638411
2015-01-06,-0.40602075952579497,0.34107424394505514,,-0.12586095348604331,0.08098745741908431,-0.1713106490779488,-0.1652301202394959,0.18822093306823184,0.46697093306823234,0.07395536771036859,0.14718991278183324,0.27385657944849484,-0.10783823240259593,-0.05957867041493259,-0.20053727093962692,0.011558695262671392,-0.014274638070663315,0.07773131642361619
2015-01-07,-0.40655029722286073,0.29692375604058796,,-0.1340655780136224,0.08383681928898312,-0.24240249026365568,-0.16579720765715322,0.0892969928478351,0.393463659514504,0.07632345781686922,0.108365983638123,0.2316993169714543,-0.10334980589761145,-0.05624267379589298,-0.20108667710976746,0.008483538800621915,-0.014849794532711513,0.08192340654337826
2015-01-08,-0.4281001188976674,0.22048393231170138,,-0.16482936939786796,0.057495808008305005,-0.2632758602848284,-0.1948216144510262,0.07471604666197429,0.37179937999530566,0.05821436184123385,0.06887468665962615,0.19512468665962857,-0.1302157367849759,-0.08280733895049508,-0.22315949105313848,-0.02427199356523957,-0.04968866023190088,0.05512097788007608
2015-01-09,-0.4426295071780153,0.19562441602286995,,-0.19197434400985713,0.03196337578003394,-0.29242002622577523,-0.21337530983690556,0.05749750946691634,0.3345808428002517,0.04295453380850134,0.03674642926258187,0.16382976259590976,-0.1483774821092787,-0.1008845477185858,-0.23164380410073093,-0.05042456855463584,-0.0779245685546357,0.040274364451835964
2015-01-10,-0.4620901814408036,0.17766594168615057,,-0.21463577758473917,0.010573048827737352,-0.34751615085654386,-0.2473958929105713,-0.002079975038506987,0.3341700249614945,0.0278795448505349,0.005451039621750198,0.1325343729550852,-0.1786484305850422,-0.12982528076951638,-0.2530893416160218,-0.08289833178486816,-0.10831499845153658,0.012821805329675584
2015-01-11,-0.4558915136825483,0.35065146651865753,,-0.1927911201737018,0.025409226457586698,-0.10878824269796006,-0.23171278856377597,0.2572294293840329,0.5593127627173633,0.038373793665829936,0.08574993165145983,0.2140832649847937,-0.1643524605090967,-0.11732663537044985,-0.244503656838571,-0.027712017164997604,-0.05062868383166119,0.04194196381856585
2015-01-12,-0.45790330126430234,0.13665125380990872,,-0.19100434723503312,0.02314021137985378,-0.4003628121227969,-0.24217742846484214,-0.06778972665252425,0.2530436066808086,0.03456132932288014,0.029789283717217785,0.15687261705055633,-0.1763124179089921,-0.12733670246413453,-0.24799290933230722,-0.06698476204954673,-0.09073476204954645,0.02848370021953528
2015-01-13,-0.4761622377433774,0.06355465703129326,,-0.22175454560680308,-0.0016486106855957416,-0.4145569358686796,-0.27735751341798576,-0.08623660189024562,0.22543006477642358,0.024012219656068368,-0.02579965146570018,0.09836701520096369,-0.20867998630744822,-0.1588001024638679,-0.2669631148381235,-0.10976568001149545,-0.13684901334482902,-0.006693939025577578
2015-01-14,-0.4786094125318172,0.04157639990428663,,-0.22668530755036187,-0.0027048345717233246,-0.37443393956675664,-0.276474576398428,-0.018908839597209237,0.269424493736123,0.027444235156366403,-0.033690520688480774,0.09339281264485066,-0.20601359668370378,-0.15627795316233417,-0.2672822523650744,-0.13098991372712732,-0.15723991372712476,-0.008971523779379709
2015-01-15,-0.49584004228984924,0.1373185800554424,,-0.25494648042311496,-0.0325258770439909,-0.3918390800729785,-0.3148333183280698,-0.04353769835373811,0.27479563497959525,0.008933910367773024,-0.06464907671009001,0.06243425662323787,-0.23914346770950345,-0.18913947372417184,-0.283164183952767,-0.15298363930777725,-0.17840030597444567,-0.03750285418696464
2015-01-16,-0.48363284192991074,0.17383822568860907,,-0.22736257873122412,-0.009859213263240463,-0.2974027984211052,-0.2924518729084937,0.035797842312826234,0.3466311756461593,0.022533289649452115,0.010781757643485435,0.14119842431015073,-0.22266540443080274,-0.17406047781539513,-0.27256904872442433,-0.08954420073782288,-0.11579420073782742,-0.007700322270999038
2015-01-17,-0.47140224845359313,0.023672115442384012,,-0.20392595498225674,0.0169641789673598,-0.4301499137969014,-0.2695958386578745,-0.03412303471894518,0.2821269652810532,0.03893370637588234,-0.014144284868958579,0.11252238179770657,-0.19782383550764493,-0.14895430677067978,-0.2597411282896047,-0.12520521214053204,-0.15062187880720046,0.007538749844993475
2015-01-18,-0.47490133645914057,0.035916292010437445,,-0.21671296240527482,0.011696450140945558,-0.49111836062504466,-0.28108338025909774,-0.1570823006833848,0.1800010326499475,0.03846196184817785,-0.051027271140664965,0.0752227288593339,-0.20378567170901007,-0.15382062545503317,-0.2597324049700305,-0.15155387573432577,-0.17447054240099646,-0.005530366842357637
2015-01-19,-0.47010822093709237,0.05864945873204519,,-0.2161331745663233,0.013506225191687093,-0.40566142992945764,-0.2804184243339485,-0.06966760939365457,0.23866572393968255,0.04228302442183818,-0.03346746917766197,0.09444919748900915,-0.20388368342005592,-0.15386719295429785,-0.2588546881157008,-0.13280858338098867,-0.1590585833809932,-0.0006400190047166632
2015-01-20,-0.46811050385715447,-0.030071249161267133,,-0.216341310709538,0.016145388068981248,-0.48389727625379564,-0.2839027070810012,-0.1321556721596835,0.16826099450698706,0.04453295424965731,-0.06562155548104087,0.06104511118562783,-0.20601539112185208,-0.15595336512755154,-0.25921556608098584,-0.16751379870246552,-0.1945971320357991,-0.012350269474278974
2015-01-21,-0.47135094609418005,0.025215667294482103,,-0.22107642183062737,0.015449123421976907,-0.4906936790837122,-0.29164405622234923,-0.14216441682838798,0.18658558317161145,0.04840840773017163,-0.08096325928507753,0.04570340738158407,-0.2080874541259803,-0.1594437667516928,-0.2588148392609462,-0.173615706420982,-0.197782373087648,-0.014823212021401133
2015-01-22,-0.4611820986058177,0.26453792355299477,,-0.1982541701760745,0.03141908866575349,-0.18551088455613218,-0.2725309891184651,0.14802835782948165,0.4530283578294796,0.06043870097075299,0.016531426348244338,0.15028142634824349,-0.19387097340147008,-0.14518726642115354,-0.24939804091626527,-0.09004661816790005,-0.11546328483456492,0.019835504229128276
2015-01-23,-0.45294516702204035,0.022340981450376773,,-0.17287759364583621,0.04988995922721884,-0.4199702733488593,-0.2514937702215043,-0.0361266320197835,0.2676233679802156,0.06931670760696917,0.012750717917271004,0.14066738458393502,-0.17170472260691838,-0.12610705300927094,-0.23850673464181682,-0.10342428839396689,-0.13092428839396675,0.039116439886417
